Nyckeltal;Kommun/Landsting;År;Visat Värde
Arbetslöshet, (%);Finspång;2010;7,146427
Arbetslöshet, (%);Finspång;2013;8,672656
Arbetslöshet, (%);Flen;2010;10,20319
Arbetslöshet, (%);Flen;2013;10,414081
Arbetslöshet, (%);Forshaga;2010;9,707567
Arbetslöshet, (%);Forshaga;2013;9,068323
Arbetslöshet, (%);Färgelanda;2010;10,176075
Arbetslöshet, (%);Färgelanda;2013;8,488064
Arbetslöshet, (%);Gagnef;2010;6,929674
Arbetslöshet, (%);Gagnef;2013;5,200071
Arbetslöshet, (%);Gislaved;2010;9,049097
Arbetslöshet, (%);Gislaved;2013;7,823746
Arbetslöshet, (%);Gnesta;2010;6,002952
Arbetslöshet, (%);Gnesta;2013;6,350522
Arbetslöshet, (%);Gnosjö;2010;8,143547
Arbetslöshet, (%);Gnosjö;2013;6,529818
Arbetslöshet, (%);Gotland;2010;7,150496
Arbetslöshet, (%);Gotland;2013;8,406676
Arbetslöshet, (%);Grums;2010;10,629188
Arbetslöshet, (%);Grums;2013;10,543562
Arbetslöshet, (%);Grästorp;2010;8,510638
Arbetslöshet, (%);Grästorp;2013;7,422114
Arbetslöshet, (%);Gullspång;2010;10,435631
Arbetslöshet, (%);Gullspång;2013;11,012007
Arbetslöshet, (%);Gällivare;2010;7,182769
Arbetslöshet, (%);Gällivare;2013;6,655119
Arbetslöshet, (%);Gävle;2010;10,906069
Arbetslöshet, (%);Gävle;2013;10,907821
Arbetslöshet, (%);Göteborg;2010;7,973901
Arbetslöshet, (%);Göteborg;2013;7,14716
Arbetslöshet, (%);Götene;2010;7,79858
Arbetslöshet, (%);Götene;2013;6,223573
Arbetslöshet, (%);Habo;2010;5,073495
Arbetslöshet, (%);Habo;2013;4,264187
Arbetslöshet, (%);Hagfors;2010;10,721302
Arbetslöshet, (%);Hagfors;2013;8,599006
Arbetslöshet, (%);Hallsberg;2010;9,697037
Arbetslöshet, (%);Hallsberg;2013;8,974647
Arbetslöshet, (%);Hallstahammar;2010;10,194508
Arbetslöshet, (%);Hallstahammar;2013;9,694283
Arbetslöshet, (%);Halmstad;2010;7,307092
Arbetslöshet, (%);Halmstad;2013;7,448203
Arbetslöshet, (%);Hammarö;2010;7,379279
Arbetslöshet, (%);Hammarö;2013;6,223832
Arbetslöshet, (%);Haninge;2010;5,46439
Arbetslöshet, (%);Haninge;2013;6,00202
Arbetslöshet, (%);Haparanda;2010;17,200731
Arbetslöshet, (%);Haparanda;2013;12,067451
Arbetslöshet, (%);Heby;2010;6,979434
Arbetslöshet, (%);Heby;2013;6,869734
Arbetslöshet, (%);Hedemora;2010;6,813894
Arbetslöshet, (%);Hedemora;2013;7,136312
Arbetslöshet, (%);Helsingborg;2010;8,696748
Arbetslöshet, (%);Helsingborg;2013;8,609655
Arbetslöshet, (%);Herrljunga;2010;6,970077
Arbetslöshet, (%);Herrljunga;2013;6,646972
Arbetslöshet, (%);Hjo;2010;7,762292
Arbetslöshet, (%);Hjo;2013;6,600398
Arbetslöshet, (%);Hofors;2010;10,143388
Arbetslöshet, (%);Hofors;2013;10,123548
Arbetslöshet, (%);Huddinge;2010;5,891794
Arbetslöshet, (%);Huddinge;2013;5,883471
Arbetslöshet, (%);Hudiksvall;2010;9,251202
Arbetslöshet, (%);Hudiksvall;2013;8,740929
Arbetslöshet, (%);Hultsfred;2010;9,425663
Arbetslöshet, (%);Hultsfred;2013;9,028675
Arbetslöshet, (%);Hylte;2010;6,223717
Arbetslöshet, (%);Hylte;2013;6,39917
Arbetslöshet, (%);Hällefors;2010;11,512195
Arbetslöshet, (%);Hällefors;2013;10,973085
Arbetslöshet, (%);Härjedalen;2010;7,180675
Arbetslöshet, (%);Härjedalen;2013;7,950376
Arbetslöshet, (%);Härnösand;2010;9,689062
Arbetslöshet, (%);Härnösand;2013;8,888889
Arbetslöshet, (%);Härryda;2010;5,088821
Arbetslöshet, (%);Härryda;2013;3,846339
Arbetslöshet, (%);Hässleholm;2010;9,142585
Arbetslöshet, (%);Hässleholm;2013;9,618483
Arbetslöshet, (%);Håbo;2010;4,042194
Arbetslöshet, (%);Håbo;2013;4,007762
Arbetslöshet, (%);Höganäs;2010;6,498116
Arbetslöshet, (%);Höganäs;2013;5,465647
Arbetslöshet, (%);Högsby;2010;8,002371
Arbetslöshet, (%);Högsby;2013;7,934039
Arbetslöshet, (%);Hörby;2010;6,488249
Arbetslöshet, (%);Hörby;2013;5,91543
Arbetslöshet, (%);Höör;2010;5,685692
Arbetslöshet, (%);Höör;2013;5,428227
Arbetslöshet, (%);Jokkmokk;2010;10,107597
Arbetslöshet, (%);Jokkmokk;2013;8,190668
Arbetslöshet, (%);Järfälla;2010;5,636254
Arbetslöshet, (%);Järfälla;2013;6,926417
Arbetslöshet, (%);Jönköping;2010;6,017491
Arbetslöshet, (%);Jönköping;2013;5,986474
Arbetslöshet, (%);Kalix;2010;13,639634
Arbetslöshet, (%);Kalix;2013;10,761268
Arbetslöshet, (%);Kalmar;2010;7,013823
Arbetslöshet, (%);Kalmar;2013;7,345491
Arbetslöshet, (%);Karlsborg;2010;6,715064
Arbetslöshet, (%);Karlsborg;2013;4,847682
Arbetslöshet, (%);Karlshamn;2010;9,117988
Arbetslöshet, (%);Karlshamn;2013;9,396422
Arbetslöshet, (%);Karlskoga;2010;9,786322
Arbetslöshet, (%);Karlskoga;2013;8,650376
Arbetslöshet, (%);Karlskrona;2010;8,207428
Arbetslöshet, (%);Karlskrona;2013;8,864347
Arbetslöshet, (%);Karlstad;2010;8,053679
Arbetslöshet, (%);Karlstad;2013;7,634924
Arbetslöshet, (%);Katrineholm;2010;10,68207
Arbetslöshet, (%);Katrineholm;2013;10,576314
Arbetslöshet, (%);Kil;2010;9,144928
Arbetslöshet, (%);Kil;2013;8,159027
Arbetslöshet, (%);Kinda;2010;6,89468
Arbetslöshet, (%);Kinda;2013;7,051282
Arbetslöshet, (%);Kiruna;2010;6,090824
Arbetslöshet, (%);Kiruna;2013;3,987333
Arbetslöshet, (%);Klippan;2010;7,842336
Arbetslöshet, (%);Klippan;2013;7,983279
Arbetslöshet, (%);Knivsta;2010;3,474372
Arbetslöshet, (%);Knivsta;2013;3,492343
Arbetslöshet, (%);Kramfors;2010;11,728507
Arbetslöshet, (%);Kramfors;2013;9,498554
Arbetslöshet, (%);Kristianstad;2010;8,446538
Arbetslöshet, (%);Kristianstad;2013;9,876206
Arbetslöshet, (%);Kristinehamn;2010;10,369844
Arbetslöshet, (%);Kristinehamn;2013;10,263523
Arbetslöshet, (%);Krokom;2010;8,32839
Arbetslöshet, (%);Krokom;2013;5,538089
Arbetslöshet, (%);Kumla;2010;8,769295
Arbetslöshet, (%);Kumla;2013;7,199934
Arbetslöshet, (%);Kungsbacka;2010;4,971359
Arbetslöshet, (%);Kungsbacka;2013;3,748724
Arbetslöshet, (%);Kungsör;2010;9,202454
Arbetslöshet, (%);Kungsör;2013;8,766944
Arbetslöshet, (%);Kungälv;2010;4,71974
Arbetslöshet, (%);Kungälv;2013;3,466938
Arbetslöshet, (%);Kävlinge;2010;4,742737
Arbetslöshet, (%);Kävlinge;2013;4,98446
Arbetslöshet, (%);Köping;2010;11,120135
Arbetslöshet, (%);Köping;2013;9,046505
Arbetslöshet, (%);Laholm;2010;7,595306
Arbetslöshet, (%);Laholm;2013;7,068469
Arbetslöshet, (%);Landskrona;2010;11,279757
Arbetslöshet, (%);Landskrona;2013;11,696941
Arbetslöshet, (%);Laxå;2010;8,126137
Arbetslöshet, (%);Laxå;2013;9,713734
Arbetslöshet, (%);Lekeberg;2010;7,004259
Arbetslöshet, (%);Lekeberg;2013;5,791597
Arbetslöshet, (%);Leksand;2010;6,538637
Arbetslöshet, (%);Leksand;2013;5,498525
Arbetslöshet, (%);Lerum;2010;4,613315
Arbetslöshet, (%);Lerum;2013;3,371535
Arbetslöshet, (%);Lessebo;2010;10,959488
Arbetslöshet, (%);Lessebo;2013;12,157121
Arbetslöshet, (%);Lidingö;2010;2,900068
Arbetslöshet, (%);Lidingö;2013;3,301188
Arbetslöshet, (%);Lidköping;2010;7,741308
Arbetslöshet, (%);Lidköping;2013;7,390709
Arbetslöshet, (%);Lilla Edet;2010;8,29181
Arbetslöshet, (%);Lilla Edet;2013;7,138179
Arbetslöshet, (%);Lindesberg;2010;10,094521
Arbetslöshet, (%);Lindesberg;2013;9,802592
Arbetslöshet, (%);Linköping;2010;7,046301
Arbetslöshet, (%);Linköping;2013;6,235383
Arbetslöshet, (%);Ljungby;2010;7,63025
Arbetslöshet, (%);Ljungby;2013;6,792195
Arbetslöshet, (%);Ljusdal;2010;11,865173
Arbetslöshet, (%);Ljusdal;2013;10,254729
Arbetslöshet, (%);Ljusnarsberg;2010;9,888966
Arbetslöshet, (%);Ljusnarsberg;2013;8,792021
Arbetslöshet, (%);Lomma;2010;3,284703
Arbetslöshet, (%);Lomma;2013;3,042328
Arbetslöshet, (%);Ludvika;2010;7,019903
Arbetslöshet, (%);Ludvika;2013;7,189498
Arbetslöshet, (%);Luleå;2010;9,311284
Arbetslöshet, (%);Luleå;2013;7,393062
Arbetslöshet, (%);Lund;2010;4,347529
Arbetslöshet, (%);Lund;2013;4,107136
Arbetslöshet, (%);Lycksele;2010;9,444292
Arbetslöshet, (%);Lycksele;2013;7,874016
Arbetslöshet, (%);Lysekil;2010;6,593934
Arbetslöshet, (%);Lysekil;2013;5,588453
Arbetslöshet, (%);Malmö;2010;8,846132
Arbetslöshet, (%);Malmö;2013;10,123207
Arbetslöshet, (%);Malung-Sälen;2010;5,860268
Arbetslöshet, (%);Malung-Sälen;2013;4,893436
Arbetslöshet, (%);Malå;2010;7,671674
Arbetslöshet, (%);Malå;2013;6,333333
Arbetslöshet, (%);Mariestad;2010;9,74656
Arbetslöshet, (%);Mariestad;2013;9,049807
Arbetslöshet, (%);Mark;2010;6,192265
Arbetslöshet, (%);Mark;2013;5,590858
Arbetslöshet, (%);Markaryd;2010;6,911604
Arbetslöshet, (%);Markaryd;2013;8,715252
Arbetslöshet, (%);Mellerud;2010;10,493239
Arbetslöshet, (%);Mellerud;2013;8,748994
Arbetslöshet, (%);Mjölby;2010;9,278622
Arbetslöshet, (%);Mjölby;2013;7,225881
Arbetslöshet, (%);Mora;2010;8,211909
Arbetslöshet, (%);Mora;2013;7,378038
Arbetslöshet, (%);Motala;2010;10,083227
Arbetslöshet, (%);Motala;2013;9,786924
Arbetslöshet, (%);Mullsjö;2010;6,747279
Arbetslöshet, (%);Mullsjö;2013;5,641153
Arbetslöshet, (%);Munkedal;2010;7,961132
Arbetslöshet, (%);Munkedal;2013;6,204506
Arbetslöshet, (%);Munkfors;2010;11,127098
Arbetslöshet, (%);Munkfors;2013;9,683894
Arbetslöshet, (%);Mölndal;2010;5,694937
Arbetslöshet, (%);Mölndal;2013;4,423148
Arbetslöshet, (%);Mönsterås;2010;8,921686
Arbetslöshet, (%);Mönsterås;2013;7,23585
Arbetslöshet, (%);Mörbylånga;2010;5,331485
Arbetslöshet, (%);Mörbylånga;2013;5,302081
Arbetslöshet, (%);Nacka;2010;4,173894
Arbetslöshet, (%);Nacka;2013;4,223631
Arbetslöshet, (%);Nora;2010;8,781061
Arbetslöshet, (%);Nora;2013;7,946444
Arbetslöshet, (%);Norberg;2010;8,094385
Arbetslöshet, (%);Norberg;2013;7,663782
Arbetslöshet, (%);Nordanstig;2010;9,506854
Arbetslöshet, (%);Nordanstig;2013;9,127939
Arbetslöshet, (%);Nordmaling;2010;9,329732
Arbetslöshet, (%);Nordmaling;2013;8,911652
Arbetslöshet, (%);Norrköping;2010;9,540902
Arbetslöshet, (%);Norrköping;2013;10,317086
Arbetslöshet, (%);Norrtälje;2010;4,724071
Arbetslöshet, (%);Norrtälje;2013;4,554309
Arbetslöshet, (%);Norsjö;2010;11,849711
Arbetslöshet, (%);Norsjö;2013;8,329718
Arbetslöshet, (%);Nybro;2010;8,125439
Arbetslöshet, (%);Nybro;2013;7,784218
Arbetslöshet, (%);Nykvarn;2010;4,047402
Arbetslöshet, (%);Nykvarn;2013;4,048878
Arbetslöshet, (%);Nyköping;2010;7,969925
Arbetslöshet, (%);Nyköping;2013;7,054674
Arbetslöshet, (%);Nynäshamn;2010;5,531614
Arbetslöshet, (%);Nynäshamn;2013;6,094693
Arbetslöshet, (%);Nässjö;2010;7,669086
Arbetslöshet, (%);Nässjö;2013;8,607876
Arbetslöshet, (%);Ockelbo;2010;9,32083
Arbetslöshet, (%);Ockelbo;2013;9,006121
Arbetslöshet, (%);Olofström;2010;13,128381
Arbetslöshet, (%);Olofström;2013;12,334325
Arbetslöshet, (%);Orsa;2010;9,020683
Arbetslöshet, (%);Orsa;2013;8,880995
Arbetslöshet, (%);Orust;2010;5,322347
Arbetslöshet, (%);Orust;2013;3,980799
Arbetslöshet, (%);Osby;2010;8,184073
Arbetslöshet, (%);Osby;2013;8,293706
Arbetslöshet, (%);Oskarshamn;2010;6,442649
Arbetslöshet, (%);Oskarshamn;2013;6,501057
Arbetslöshet, (%);Ovanåker;2010;9,118087
Arbetslöshet, (%);Ovanåker;2013;9,276582
Arbetslöshet, (%);Oxelösund;2010;7,557503
Arbetslöshet, (%);Oxelösund;2013;8,07275
Arbetslöshet, (%);Pajala;2010;13,623978
Arbetslöshet, (%);Pajala;2013;8,469356
Arbetslöshet, (%);Partille;2010;5,329864
Arbetslöshet, (%);Partille;2013;4,560457
Arbetslöshet, (%);Perstorp;2010;8,100832
Arbetslöshet, (%);Perstorp;2013;9,119122
Arbetslöshet, (%);Piteå;2010;9,118675
Arbetslöshet, (%);Piteå;2013;7,539472
Arbetslöshet, (%);Ragunda;2010;12,961763
Arbetslöshet, (%);Ragunda;2013;10,907272
Arbetslöshet, (%);Robertsfors;2010;7,550969
Arbetslöshet, (%);Robertsfors;2013;6,446499
Arbetslöshet, (%);Ronneby;2010;10,270431
Arbetslöshet, (%);Ronneby;2013;11,553209
Arbetslöshet, (%);Rättvik;2010;7,805943
Arbetslöshet, (%);Rättvik;2013;6,537072
Arbetslöshet, (%);Sala;2010;8,464367
Arbetslöshet, (%);Sala;2013;8,570976
Arbetslöshet, (%);Salem;2010;4,25652
Arbetslöshet, (%);Salem;2013;4,400657
Arbetslöshet, (%);Sandviken;2010;11,05099
Arbetslöshet, (%);Sandviken;2013;11,046296
Arbetslöshet, (%);Sigtuna;2010;6,158767
Arbetslöshet, (%);Sigtuna;2013;6,038712
Arbetslöshet, (%);Simrishamn;2010;7,481649
Arbetslöshet, (%);Simrishamn;2013;6,629137
Arbetslöshet, (%);Sjöbo;2010;6,742189
Arbetslöshet, (%);Sjöbo;2013;5,929769
Arbetslöshet, (%);Skara;2010;9,130278
Arbetslöshet, (%);Skara;2013;7,295112
Arbetslöshet, (%);Skellefteå;2010;10,097605
Arbetslöshet, (%);Skellefteå;2013;7,715507
Arbetslöshet, (%);Skinnskatteberg;2010;7,654784
Arbetslöshet, (%);Skinnskatteberg;2013;7,319046
Arbetslöshet, (%);Skurup;2010;7,368068
Arbetslöshet, (%);Skurup;2013;7,733996
Arbetslöshet, (%);Skövde;2010;8,448097
Arbetslöshet, (%);Skövde;2013;7,25521
Arbetslöshet, (%);Smedjebacken;2010;7,39868
Arbetslöshet, (%);Smedjebacken;2013;5,56647
Arbetslöshet, (%);Sollefteå;2010;13,217301
Arbetslöshet, (%);Sollefteå;2013;12,137203
Arbetslöshet, (%);Sollentuna;2010;4,658911
Arbetslöshet, (%);Sollentuna;2013;4,394228
Arbetslöshet, (%);Solna;2010;3,956401
Arbetslöshet, (%);Solna;2013;4,220455
Arbetslöshet, (%);Sorsele;2010;7,981221
Arbetslöshet, (%);Sorsele;2013;8
Arbetslöshet, (%);Sotenäs;2010;5,731378
Arbetslöshet, (%);Sotenäs;2013;4,938272
Arbetslöshet, (%);Staffanstorp;2010;4,900808
Arbetslöshet, (%);Staffanstorp;2013;4,656767
Arbetslöshet, (%);Stenungsund;2010;4,856466
Arbetslöshet, (%);Stenungsund;2013;3,820394
Arbetslöshet, (%);Stockholm;2010;5,329066
Arbetslöshet, (%);Stockholm;2013;5,404515
Arbetslöshet, (%);Storfors;2010;14,584155
Arbetslöshet, (%);Storfors;2013;11,988181
Arbetslöshet, (%);Storuman;2010;8,410673
Arbetslöshet, (%);Storuman;2013;7,358263
Arbetslöshet, (%);Strängnäs;2010;6,987084
Arbetslöshet, (%);Strängnäs;2013;6,743343
Arbetslöshet, (%);Strömstad;2010;4,422011
Arbetslöshet, (%);Strömstad;2013;3,802489
Arbetslöshet, (%);Strömsund;2010;12,946046
Arbetslöshet, (%);Strömsund;2013;11,150705
Arbetslöshet, (%);Sundbyberg;2010;5,712733
Arbetslöshet, (%);Sundbyberg;2013;6,803757
Arbetslöshet, (%);Sundsvall;2010;9,739431
Arbetslöshet, (%);Sundsvall;2013;8,479497
Arbetslöshet, (%);Sunne;2010;8,115756
Arbetslöshet, (%);Sunne;2013;6,426332
Arbetslöshet, (%);Surahammar;2010;9,426861
Arbetslöshet, (%);Surahammar;2013;8,428165
Arbetslöshet, (%);Svalöv;2010;7,191995
Arbetslöshet, (%);Svalöv;2013;8,163009
Arbetslöshet, (%);Svedala;2010;5,35639
Arbetslöshet, (%);Svedala;2013;5,270293
Arbetslöshet, (%);Svenljunga;2010;6,538782
Arbetslöshet, (%);Svenljunga;2013;5,089059
Arbetslöshet, (%);Säffle;2010;10,105838
Arbetslöshet, (%);Säffle;2013;9,409293
Arbetslöshet, (%);Säter;2010;5,616774
Arbetslöshet, (%);Säter;2013;5,187048
Arbetslöshet, (%);Sävsjö;2010;7,070218
Arbetslöshet, (%);Sävsjö;2013;6,497313
Arbetslöshet, (%);Söderhamn;2010;12,578867
Arbetslöshet, (%);Söderhamn;2013;10,422867
Arbetslöshet, (%);Söderköping;2010;6,063558
Arbetslöshet, (%);Söderköping;2013;5,743704
Arbetslöshet, (%);Södertälje;2010;10,049343
Arbetslöshet, (%);Södertälje;2013;11,288814
Arbetslöshet, (%);Sölvesborg;2010;9,907692
Arbetslöshet, (%);Sölvesborg;2013;9,585898
Arbetslöshet, (%);Tanum;2010;5,673659
Arbetslöshet, (%);Tanum;2013;4,808931
Arbetslöshet, (%);Tibro;2010;10,989191
Arbetslöshet, (%);Tibro;2013;8,649893
Arbetslöshet, (%);Tidaholm;2010;9,379236
Arbetslöshet, (%);Tidaholm;2013;6,790039
Arbetslöshet, (%);Tierp;2010;8,872284
Arbetslöshet, (%);Tierp;2013;8,032266
Arbetslöshet, (%);Timrå;2010;11,362556
Arbetslöshet, (%);Timrå;2013;10,222565
Arbetslöshet, (%);Tingsryd;2010;7,060017
Arbetslöshet, (%);Tingsryd;2013;7,478854
Arbetslöshet, (%);Tjörn;2010;4,114247
Arbetslöshet, (%);Tjörn;2013;3,456989
Arbetslöshet, (%);Tomelilla;2010;9,351852
Arbetslöshet, (%);Tomelilla;2013;8,479611
Arbetslöshet, (%);Torsby;2010;7,561728
Arbetslöshet, (%);Torsby;2013;5,401077
Arbetslöshet, (%);Torsås;2010;8,385016
Arbetslöshet, (%);Torsås;2013;10,24974
Arbetslöshet, (%);Tranemo;2010;5,588497
Arbetslöshet, (%);Tranemo;2013;4,489117
Arbetslöshet, (%);Tranås;2010;7,55473
Arbetslöshet, (%);Tranås;2013;7,561455
Arbetslöshet, (%);Trelleborg;2010;8,276249
Arbetslöshet, (%);Trelleborg;2013;8,372075
Arbetslöshet, (%);Trollhättan;2010;12,196142
Arbetslöshet, (%);Trollhättan;2013;13,109541
Arbetslöshet, (%);Trosa;2010;5,068371
Arbetslöshet, (%);Trosa;2013;5,221853
Arbetslöshet, (%);Tyresö;2010;3,731875
Arbetslöshet, (%);Tyresö;2013;4,350188
Arbetslöshet, (%);Täby;2010;2,903836
Arbetslöshet, (%);Täby;2013;2,673366
Arbetslöshet, (%);Töreboda;2010;10,966679
Arbetslöshet, (%);Töreboda;2013;9,045611
Arbetslöshet, (%);Uddevalla;2010;8,969236
Arbetslöshet, (%);Uddevalla;2013;7,630742
Arbetslöshet, (%);Ulricehamn;2010;6,620209
Arbetslöshet, (%);Ulricehamn;2013;5,062524
Arbetslöshet, (%);Umeå;2010;6,932712
Arbetslöshet, (%);Umeå;2013;5,687729
Arbetslöshet, (%);Upplands Väsby;2010;5,103728
Arbetslöshet, (%);Upplands Väsby;2013;5,292578
Arbetslöshet, (%);Upplands-Bro;2010;5,922536
Arbetslöshet, (%);Upplands-Bro;2013;6,167135
Arbetslöshet, (%);Uppsala;2010;5,197235
Arbetslöshet, (%);Uppsala;2013;4,615794
Arbetslöshet, (%);Uppvidinge;2010;7,284644
Arbetslöshet, (%);Uppvidinge;2013;9,79206
Arbetslöshet, (%);Vadstena;2010;6,997579
Arbetslöshet, (%);Vadstena;2013;6,196688
Arbetslöshet, (%);Vaggeryd;2010;8,047632
Arbetslöshet, (%);Vaggeryd;2013;6,802544
Arbetslöshet, (%);Valdemarsvik;2010;7,834409
Arbetslöshet, (%);Valdemarsvik;2013;7,938785
Arbetslöshet, (%);Vallentuna;2010;3,047186
Arbetslöshet, (%);Vallentuna;2013;2,60223
Arbetslöshet, (%);Vansbro;2010;8,663046
Arbetslöshet, (%);Vansbro;2013;7,13908
Arbetslöshet, (%);Vara;2010;7,117476
Arbetslöshet, (%);Vara;2013;6,533274
Arbetslöshet, (%);Varberg;2010;5,853787
Arbetslöshet, (%);Varberg;2013;4,943119
Arbetslöshet, (%);Vaxholm;2010;2,853559
Arbetslöshet, (%);Vaxholm;2013;2,445997
Arbetslöshet, (%);Vellinge;2010;4,196026
Arbetslöshet, (%);Vellinge;2013;4,292536
Arbetslöshet, (%);Vetlanda;2010;6,304291
Arbetslöshet, (%);Vetlanda;2013;6,184062
Arbetslöshet, (%);Vilhelmina;2010;10,810811
Arbetslöshet, (%);Vilhelmina;2013;11,168164
Arbetslöshet, (%);Vimmerby;2010;8,182819
Arbetslöshet, (%);Vimmerby;2013;7,238546
Arbetslöshet, (%);Vindeln;2010;7,513705
Arbetslöshet, (%);Vindeln;2013;6,452703
Arbetslöshet, (%);Vingåker;2010;9,450507
Arbetslöshet, (%);Vingåker;2013;10,356779
Arbetslöshet, (%);Vänersborg;2010;9,483638
Arbetslöshet, (%);Vänersborg;2013;9,398426
Arbetslöshet, (%);Vännäs;2010;6,594084
Arbetslöshet, (%);Vännäs;2013;7,181984
Arbetslöshet, (%);Värmdö;2010;3,893479
Arbetslöshet, (%);Värmdö;2013;3,639633
Arbetslöshet, (%);Värnamo;2010;7,90522
Arbetslöshet, (%);Värnamo;2013;6,483099
Arbetslöshet, (%);Västervik;2010;9,318671
Arbetslöshet, (%);Västervik;2013;9,206631
Arbetslöshet, (%);Västerås;2010;8,402666
Arbetslöshet, (%);Västerås;2013;8,378334
Arbetslöshet, (%);Växjö;2010;7,897366
Arbetslöshet, (%);Växjö;2013;8,049292
Arbetslöshet, (%);Vårgårda;2010;7,914649
Arbetslöshet, (%);Vårgårda;2013;7,081676
Arbetslöshet, (%);Ydre;2010;5,070014
Arbetslöshet, (%);Ydre;2013;4,408818
Arbetslöshet, (%);Ystad;2010;6,592937
Arbetslöshet, (%);Ystad;2013;6,923922
Arbetslöshet, (%);Älmhult;2010;6,210434
Arbetslöshet, (%);Älmhult;2013;6,265664
Arbetslöshet, (%);Älvdalen;2010;8,822824
Arbetslöshet, (%);Älvdalen;2013;8,095356
Arbetslöshet, (%);Älvkarleby;2010;9,255831
Arbetslöshet, (%);Älvkarleby;2013;10,596278
Arbetslöshet, (%);Älvsbyn;2010;10,921573
Arbetslöshet, (%);Älvsbyn;2013;8,757062
Arbetslöshet, (%);Ängelholm;2010;7,455549
Arbetslöshet, (%);Ängelholm;2013;6,413302
Arbetslöshet, (%);Åmål;2010;11,864647
Arbetslöshet, (%);Åmål;2013;10,312135
Arbetslöshet, (%);Ånge;2010;11,607926
Arbetslöshet, (%);Ånge;2013;9,945055
Arbetslöshet, (%);Åre;2010;5,668582
Arbetslöshet, (%);Åre;2013;4,561621
Arbetslöshet, (%);Årjäng;2010;7,243356
Arbetslöshet, (%);Årjäng;2013;5,277973
Arbetslöshet, (%);Åsele;2010;11,853189
Arbetslöshet, (%);Åsele;2013;11,247576
Arbetslöshet, (%);Åstorp;2010;9,620196
Arbetslöshet, (%);Åstorp;2013;8,902715
Arbetslöshet, (%);Åtvidaberg;2010;9,325549
Arbetslöshet, (%);Åtvidaberg;2013;7,573872
Arbetslöshet, (%);Öckerö;2010;4,617544
Arbetslöshet, (%);Öckerö;2013;3,516669
Arbetslöshet, (%);Ödeshög;2010;9,153543
Arbetslöshet, (%);Ödeshög;2013;7,83236
Arbetslöshet, (%);Örebro;2010;8,602689
Arbetslöshet, (%);Örebro;2013;7,799235
Arbetslöshet, (%);Örkelljunga;2010;7,034018
Arbetslöshet, (%);Örkelljunga;2013;6,845613
Arbetslöshet, (%);Örnsköldsvik;2010;10,268356
Arbetslöshet, (%);Örnsköldsvik;2013;8,734797
Arbetslöshet, (%);Östersund;2010;9,096336
Arbetslöshet, (%);Östersund;2013;6,997093
Arbetslöshet, (%);Österåker;2010;3,779332
Arbetslöshet, (%);Österåker;2013;3,541702
Arbetslöshet, (%);Östhammar;2010;4,552728
Arbetslöshet, (%);Östhammar;2013;4,542855
Arbetslöshet, (%);Östra Göinge;2010;9,827979
Arbetslöshet, (%);Östra Göinge;2013;9,811129
Arbetslöshet, (%);Överkalix;2010;15,41502
Arbetslöshet, (%);Överkalix;2013;11,058201
Arbetslöshet, (%);Övertorneå;2010;12,569729
Arbetslöshet, (%);Övertorneå;2013;10,882801
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Alla kommuner (ovägt medel);2010;30,19675054
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Alla kommuner (ovägt medel);2013;31,87406381
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ale;2010;28,331061
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Ale;2013;31,471535
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Alingsås;2010;37,257605
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Alingsås;2013;39,222068
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Alvesta;2010;26,100078
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Alvesta;2013;27,650276
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Aneby;2010;26,517434
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Aneby;2013;28,430316
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Arboga;2010;28,189404
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Arboga;2013;30,202743
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Arjeplog;2010;25,706355
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Arjeplog;2013;26,846556
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Arvidsjaur;2010;25,533472
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Arvidsjaur;2013;25,460597
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Arvika;2010;29,132384
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Arvika;2013;30,343163
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Askersund;2010;23,549651
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Askersund;2013;24,576213
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Avesta;2010;23,574751
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Avesta;2013;25,022107
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Bengtsfors;2010;21,835087
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Bengtsfors;2013;23,798168
Invånare 25-64 år med eftergymnasial utbildning, andel (%);Berg;2010;25,251051
